Season,Head_Coach,Coordinator,role,team,Win,Loss,Tie
1966,Allie Sherman,Alex Webster,aOC,NYG,1,12,1
1966,Allie Sherman,Harland Svare,DC,NYG,1,12,1
1966,Allie Sherman,Jack Patera,aDC,NYG,1,12,1
1966,Bill Austin,Harland Svare,DC,PIT,5,8,1
1966,Bill Austin,Mike McCormack,aDC,PIT,5,8,1
1966,Blanton Collier,Nick Skorich,OC,CLE,9,5,0
1966,Charley Winner,Buddy Ryan,aDC,ARI,8,5,1
1966,Charley Winner,Leeman Bennett,aOC,ARI,8,5,1
1966,Charley Winner,Red Miller,aOC,ARI,8,5,1
1966,Charley Winner,Rick Forzano,aOC,ARI,8,5,1
1966,Charley Winner,Sam Rutigliano,aDC,ARI,8,5,1
1966,Don Shula,Bill Arnsparger,DC,IND,9,5,0
1966,Don Shula,Chuck Noll,aDC,IND,9,5,0
1966,Don Shula,Dan Henning,aOC,IND,9,5,0
1966,Don Shula,David Shula,aOC,IND,9,5,0
1966,Don Shula,Don McCafferty,aOC,IND,9,5,0
1966,Don Shula,Howard Schnellenberger,OC,IND,9,5,0
1966,Don Shula,John Sandusky,aOC,IND,9,5,0
1966,Don Shula,Monte Clark,aOC,IND,9,5,0
1966,George Allen,Dick Vermeil,aSTC,LA,8,6,0
1966,George Allen,Howard Schnellenberger,aOC,LA,8,6,0
1966,George Allen,Jack Patera,aDC,LA,8,6,0
1966,George Allen,Joe Walton,aOC,LA,8,6,0
1966,George Allen,Marion Campbell,aDC,LA,8,6,0
1966,George Allen,Marv Levy,aSTC,LA,8,6,0
1966,George Allen,Mike McCormack,aOC,LA,8,6,0
1966,George Allen,Pete McCulley,aOC,LA,8,6,0
1966,George Allen,Ted Marchibroda,OC,LA,8,6,0
1966,George Halas,Abe Gibron,aOC,CHI,5,7,2
1966,George Halas,Jim Dooley,DC,CHI,5,7,2
1966,George Wilson,Ernie Hefferle,aOC,MIA,3,11,0
1966,Hank Stram,Rich Kotite,aOC,KC,11,2,1
1966,Hank Stram,Sam Rutigliano,aOC,KC,11,2,1
1966,Harry Gilmer,Joe Schmidt,aDC,DET,4,9,1
1966,Harry Gilmer,John North,aOC,DET,4,9,1
1966,Jack Christiansen,Bill Johnson,aOC,SF,6,6,2
1966,Joe Collier,Jerry Smith,aOC,BUF,9,4,1
1966,Joe Collier,John Mazur,aOC,BUF,9,4,1
1966,Joe Kuharich,Fred Bruney,aDC,PHI,9,5,0
1966,John Rauch,Bill Walsh,aOC,LV,8,5,1
1966,John Rauch,John Madden,aDC,LV,8,5,1
1966,Norb Hecker,Tom Fears,OC,ATL,3,11,0
1966,Norm Van Brocklin,Fred Bruney,aDC,MIN,4,9,1
1966,Norm Van Brocklin,Marion Campbell,DC,MIN,4,9,1
1966,Otto Graham,Ed Hughes,aDC,WAS,7,7,0
1966,Otto Graham,Mike McCormack,aDC,WAS,7,7,0
1966,Ray Malavasi,Bud Carson,DC,DEN,4,8,0
1966,Sid Gillman,Bum Phillips,DC,LAC,7,6,1
1966,Sid Gillman,Charlie Waller,aOC,LAC,7,6,1
1966,Sid Gillman,Ed Biles,aDC,LAC,7,6,1
1966,Sid Gillman,Richie Petitbon,aDC,LAC,7,6,1
1966,Tom Landry,Dan Reeves,OC,DAL,10,3,1
1966,Tom Landry,Dick Nolan,DC,DAL,10,3,1
1966,Tom Landry,Gene Stallings,aDC,DAL,10,3,1
1966,Tom Landry,John Mackovic,aOC,DAL,10,3,1
1966,Tom Landry,Mike Ditka,aSTC,DAL,10,3,1
1966,Tom Landry,Raymond Berry,aOC,DAL,10,3,1
1966,Tom Landry,Ron Meyer,Scout,DAL,10,3,1
1966,Vince Lombardi,Harland Svare,DC,GB,12,2,0
1966,Vince Lombardi,Jerry Burns,aDC,GB,12,2,0
1966,Vince Lombardi,Mike McCormack,aDC,GB,12,2,0
1966,Vince Lombardi,Phil Bengtson,DC,GB,12,2,0
1966,Weeb Ewbank,Buddy Ryan,aDC,NYJ,6,6,2
1966,Weeb Ewbank,Chuck Knox,aOC,NYJ,6,6,2
1966,Weeb Ewbank,Clive Rush,OC,NYJ,6,6,2
1966,Weeb Ewbank,Ed Biles,aDC,NYJ,6,6,2
1966,Weeb Ewbank,Ken Meyer,aOC,NYJ,6,6,2
1966,Weeb Ewbank,Walt Michaels,aDC,NYJ,6,6,2
1967,Allie Sherman,Alex Webster,aOC,NYG,7,7,0
1967,Allie Sherman,Harland Svare,DC,NYG,7,7,0
1967,Allie Sherman,Jack Patera,aDC,NYG,7,7,0
1967,Bill Austin,Harland Svare,DC,PIT,4,9,1
1967,Bill Austin,Mike McCormack,aDC,PIT,4,9,1
1967,Blanton Collier,Nick Skorich,OC,CLE,9,5,0
1967,Bud Grant,Bob Hollway,DC,MIN,3,8,3
1967,Bud Grant,Buddy Ryan,aDC,MIN,3,8,3
1967,Bud Grant,Jack Patera,aDC,MIN,3,8,3
1967,Bud Grant,Jerry Burns,OC,MIN,3,8,3
1967,Bud Grant,Les Steckel,aOC,MIN,3,8,3
1967,Bud Grant,Marc Trestman,aOC,MIN,3,8,3
1967,Bud Grant,Neill Armstrong,DC,MIN,3,8,3
1967,Bud Grant,Pete Carroll,aDC,MIN,3,8,3
1967,Charley Winner,Buddy Ryan,aDC,ARI,6,7,1
1967,Charley Winner,Leeman Bennett,aOC,ARI,6,7,1
1967,Charley Winner,Red Miller,aOC,ARI,6,7,1
1967,Charley Winner,Rick Forzano,aOC,ARI,6,7,1
1967,Charley Winner,Sam Rutigliano,aDC,ARI,6,7,1
1967,Don Shula,Bill Arnsparger,DC,IND,11,1,2
1967,Don Shula,Chuck Noll,aDC,IND,11,1,2
1967,Don Shula,Dan Henning,aOC,IND,11,1,2
1967,Don Shula,David Shula,aOC,IND,11,1,2
1967,Don Shula,Don McCafferty,aOC,IND,11,1,2
1967,Don Shula,Howard Schnellenberger,OC,IND,11,1,2
1967,Don Shula,John Sandusky,aOC,IND,11,1,2
1967,Don Shula,Monte Clark,aOC,IND,11,1,2
1967,George Allen,Dick Vermeil,aSTC,LA,11,1,2
1967,George Allen,Howard Schnellenberger,aOC,LA,11,1,2
1967,George Allen,Jack Patera,aDC,LA,11,1,2
1967,George Allen,Joe Walton,aOC,LA,11,1,2
1967,George Allen,Marion Campbell,aDC,LA,11,1,2
1967,George Allen,Marv Levy,aSTC,LA,11,1,2
1967,George Allen,Mike McCormack,aOC,LA,11,1,2
1967,George Allen,Pete McCulley,aOC,LA,11,1,2
1967,George Allen,Ted Marchibroda,OC,LA,11,1,2
1967,George Halas,Abe Gibron,aOC,CHI,7,6,1
1967,George Halas,Jim Dooley,DC,CHI,7,6,1
1967,George Wilson,Ernie Hefferle,aOC,MIA,4,10,0
1967,Hank Stram,Rich Kotite,aOC,KC,9,5,0
1967,Hank Stram,Sam Rutigliano,aOC,KC,9,5,0
1967,Jack Christiansen,Bill Johnson,aOC,SF,7,7,0
1967,Joe Collier,Jerry Smith,aOC,BUF,4,10,0
1967,Joe Collier,John Mazur,aOC,BUF,4,10,0
1967,Joe Kuharich,Fred Bruney,aDC,PHI,6,7,1
1967,Joe Schmidt,Chuck Knox,aOC,DET,5,7,2
1967,Joe Schmidt,John North,aOC,DET,5,7,2
1967,Joe Schmidt,Leeman Bennett,aOC,DET,5,7,2
1967,John Rauch,Bill Walsh,aOC,LV,13,1,0
1967,John Rauch,John Madden,aDC,LV,13,1,0
1967,Lou Saban,Dick MacPherson,aDC,DEN,3,11,0
1967,Lou Saban,Jim Ringo,aOC,DEN,3,11,0
1967,Lou Saban,Sam Rutigliano,aOC,DEN,3,11,0
1967,Norb Hecker,Tom Fears,OC,ATL,1,12,1
1967,Otto Graham,Ed Hughes,aDC,WAS,5,6,3
1967,Otto Graham,Mike McCormack,aDC,WAS,5,6,3
1967,Sid Gillman,Bum Phillips,DC,LAC,8,5,1
1967,Sid Gillman,Charlie Waller,aOC,LAC,8,5,1
1967,Sid Gillman,Ed Biles,aDC,LAC,8,5,1
1967,Sid Gillman,Richie Petitbon,aDC,LAC,8,5,1
1967,Tom Fears,Ed Biles,aDC,NO,3,11,0
1967,Tom Fears,Ed Khayat,aDC,NO,3,11,0
1967,Tom Fears,J.D. Roberts,aDC,NO,3,11,0
1967,Tom Fears,Jerry Smith,aDC,NO,3,11,0
1967,Tom Landry,Dan Reeves,OC,DAL,9,5,0
1967,Tom Landry,Dick Nolan,DC,DAL,9,5,0
1967,Tom Landry,Gene Stallings,aDC,DAL,9,5,0
1967,Tom Landry,John Mackovic,aOC,DAL,9,5,0
1967,Tom Landry,Mike Ditka,aSTC,DAL,9,5,0
1967,Tom Landry,Raymond Berry,aOC,DAL,9,5,0
1967,Tom Landry,Ron Meyer,Scout,DAL,9,5,0
1967,Vince Lombardi,Harland Svare,DC,GB,9,4,1
1967,Vince Lombardi,Jerry Burns,aDC,GB,9,4,1
1967,Vince Lombardi,Mike McCormack,aDC,GB,9,4,1
1967,Vince Lombardi,Phil Bengtson,DC,GB,9,4,1
1967,Weeb Ewbank,Buddy Ryan,aDC,NYJ,8,5,1
1967,Weeb Ewbank,Chuck Knox,aOC,NYJ,8,5,1
1967,Weeb Ewbank,Clive Rush,OC,NYJ,8,5,1
1967,Weeb Ewbank,Ed Biles,aDC,NYJ,8,5,1
1967,Weeb Ewbank,Ken Meyer,aOC,NYJ,8,5,1
1967,Weeb Ewbank,Walt Michaels,aDC,NYJ,8,5,1
1968,Allie Sherman,Alex Webster,aOC,NYG,7,7,0
1968,Allie Sherman,Harland Svare,DC,NYG,7,7,0
1968,Allie Sherman,Jack Patera,aDC,NYG,7,7,0
1968,Bill Austin,Harland Svare,DC,PIT,2,11,1
1968,Bill Austin,Mike McCormack,aDC,PIT,2,11,1
1968,Blanton Collier,Nick Skorich,OC,CLE,10,4,0
1968,Bud Grant,Bob Hollway,DC,MIN,8,6,0
1968,Bud Grant,Buddy Ryan,aDC,MIN,8,6,0
1968,Bud Grant,Jack Patera,aDC,MIN,8,6,0
1968,Bud Grant,Jerry Burns,OC,MIN,8,6,0
1968,Bud Grant,Les Steckel,aOC,MIN,8,6,0
1968,Bud Grant,Marc Trestman,aOC,MIN,8,6,0
1968,Bud Grant,Neill Armstrong,DC,MIN,8,6,0
1968,Bud Grant,Pete Carroll,aDC,MIN,8,6,0
1968,Charley Winner,Buddy Ryan,aDC,ARI,9,4,1
1968,Charley Winner,Leeman Bennett,aOC,ARI,9,4,1
1968,Charley Winner,Red Miller,aOC,ARI,9,4,1
1968,Charley Winner,Rick Forzano,aOC,ARI,9,4,1
1968,Charley Winner,Sam Rutigliano,aDC,ARI,9,4,1
1968,Dick Nolan,Ed Hughes,OC,SF,7,6,1
1968,Dick Nolan,Ken Meyer,aOC,SF,7,6,1
1968,Dick Nolan,Paul Wiggin,DC,SF,7,6,1
1968,Dick Nolan,Rich Brooks,aDC,SF,7,6,1
1968,Don Shula,Bill Arnsparger,DC,IND,13,1,0
1968,Don Shula,Chuck Noll,aDC,IND,13,1,0
1968,Don Shula,Dan Henning,aOC,IND,13,1,0
1968,Don Shula,David Shula,aOC,IND,13,1,0
1968,Don Shula,Don McCafferty,aOC,IND,13,1,0
1968,Don Shula,Howard Schnellenberger,OC,IND,13,1,0
1968,Don Shula,John Sandusky,aOC,IND,13,1,0
1968,Don Shula,Monte Clark,aOC,IND,13,1,0
1968,George Allen,Dick Vermeil,aSTC,LA,10,3,1
1968,George Allen,Howard Schnellenberger,aOC,LA,10,3,1
1968,George Allen,Jack Patera,aDC,LA,10,3,1
1968,George Allen,Joe Walton,aOC,LA,10,3,1
1968,George Allen,Marion Campbell,aDC,LA,10,3,1
1968,George Allen,Marv Levy,aSTC,LA,10,3,1
1968,George Allen,Mike McCormack,aOC,LA,10,3,1
1968,George Allen,Pete McCulley,aOC,LA,10,3,1
1968,George Allen,Ted Marchibroda,OC,LA,10,3,1
1968,George Wilson,Ernie Hefferle,aOC,MIA,5,8,1
1968,Hank Stram,Rich Kotite,aOC,KC,12,2,0
1968,Hank Stram,Sam Rutigliano,aOC,KC,12,2,0
1968,Harvey Johnson,John Mazur,aOC,BUF,1,10,1
1968,Harvey Johnson,Tom Flores,aOC,BUF,1,10,1
1968,Jim Dooley,Abe Gibron,aDC,CHI,7,7,0
1968,Jim Dooley,Jim Ringo,aOC,CHI,7,7,0
1968,Joe Kuharich,Fred Bruney,aDC,PHI,2,12,0
1968,Joe Schmidt,Chuck Knox,aOC,DET,4,8,2
1968,Joe Schmidt,John North,aOC,DET,4,8,2
1968,Joe Schmidt,Leeman Bennett,aOC,DET,4,8,2
1968,John Rauch,Bill Walsh,aOC,LV,12,2,0
1968,John Rauch,John Madden,aDC,LV,12,2,0
1968,Lou Saban,Dick MacPherson,aDC,DEN,5,9,0
1968,Lou Saban,Jim Ringo,aOC,DEN,5,9,0
1968,Lou Saban,Sam Rutigliano,aOC,DEN,5,9,0
1968,Norb Hecker,Tom Fears,OC,ATL,0,3,0
1968,Norm Van Brocklin,Fred Bruney,aDC,ATL,2,9,0
1968,Norm Van Brocklin,Marion Campbell,DC,ATL,2,9,0
1968,Otto Graham,Ed Hughes,aDC,WAS,5,9,0
1968,Otto Graham,Mike McCormack,aDC,WAS,5,9,0
1968,Paul Brown,Bill Johnson,aOC,CIN,3,11,0
1968,Paul Brown,Bill Walsh,aOC,CIN,3,11,0
1968,Paul Brown,Rick Forzano,aOC,CIN,3,11,0
1968,Phil Bengtson,Sam Rutigliano,aOC,GB,6,7,1
1968,Sid Gillman,Bum Phillips,DC,LAC,9,5,0
1968,Sid Gillman,Charlie Waller,aOC,LAC,9,5,0
1968,Sid Gillman,Ed Biles,aDC,LAC,9,5,0
1968,Sid Gillman,Richie Petitbon,aDC,LAC,9,5,0
1968,Tom Fears,Ed Biles,aDC,NO,4,9,1
1968,Tom Fears,Ed Khayat,aDC,NO,4,9,1
1968,Tom Fears,J.D. Roberts,aDC,NO,4,9,1
1968,Tom Fears,Jerry Smith,aDC,NO,4,9,1
1968,Tom Landry,Dan Reeves,OC,DAL,12,2,0
1968,Tom Landry,Dick Nolan,DC,DAL,12,2,0
1968,Tom Landry,Gene Stallings,aDC,DAL,12,2,0
1968,Tom Landry,John Mackovic,aOC,DAL,12,2,0
1968,Tom Landry,Mike Ditka,aSTC,DAL,12,2,0
1968,Tom Landry,Raymond Berry,aOC,DAL,12,2,0
1968,Tom Landry,Ron Meyer,Scout,DAL,12,2,0
1968,Weeb Ewbank,Buddy Ryan,aDC,NYJ,11,3,0
1968,Weeb Ewbank,Chuck Knox,aOC,NYJ,11,3,0
1968,Weeb Ewbank,Clive Rush,OC,NYJ,11,3,0
1968,Weeb Ewbank,Ed Biles,aDC,NYJ,11,3,0
1968,Weeb Ewbank,Ken Meyer,aOC,NYJ,11,3,0
1968,Weeb Ewbank,Walt Michaels,aDC,NYJ,11,3,0
1969,Alex Webster,Joe Walton,OC,NYG,6,8,0
1969,Blanton Collier,Nick Skorich,OC,CLE,10,3,1
1969,Bud Grant,Bob Hollway,DC,MIN,12,2,0
1969,Bud Grant,Buddy Ryan,aDC,MIN,12,2,0
1969,Bud Grant,Jack Patera,aDC,MIN,12,2,0
1969,Bud Grant,Jerry Burns,OC,MIN,12,2,0
1969,Bud Grant,Les Steckel,aOC,MIN,12,2,0
1969,Bud Grant,Marc Trestman,aOC,MIN,12,2,0
1969,Bud Grant,Neill Armstrong,DC,MIN,12,2,0
1969,Bud Grant,Pete Carroll,aDC,MIN,12,2,0
1969,Charley Winner,Buddy Ryan,aDC,ARI,4,9,1
1969,Charley Winner,Leeman Bennett,aOC,ARI,4,9,1
1969,Charley Winner,Red Miller,aOC,ARI,4,9,1
1969,Charley Winner,Rick Forzano,aOC,ARI,4,9,1
1969,Charley Winner,Sam Rutigliano,aDC,ARI,4,9,1
1969,Charlie Waller,Bum Phillips,DC,LAC,4,1,0
1969,Chuck Noll,Bud Carson,DC,PIT,1,13,0
1969,Chuck Noll,John Fox,aDC,PIT,1,13,0
1969,Chuck Noll,Rod Rust,DC,PIT,1,13,0
1969,Chuck Noll,Tony Dungy,DC,PIT,1,13,0
1969,Clive Rush,John Mazur,OC,NE,4,10,0
1969,Dick Nolan,Ed Hughes,OC,SF,4,8,2
1969,Dick Nolan,Ken Meyer,aOC,SF,4,8,2
1969,Dick Nolan,Paul Wiggin,DC,SF,4,8,2
1969,Dick Nolan,Rich Brooks,aDC,SF,4,8,2
1969,Don Shula,Bill Arnsparger,DC,IND,8,5,1
1969,Don Shula,Chuck Noll,aDC,IND,8,5,1
1969,Don Shula,Dan Henning,aOC,IND,8,5,1
1969,Don Shula,David Shula,aOC,IND,8,5,1
1969,Don Shula,Don McCafferty,aOC,IND,8,5,1
1969,Don Shula,Howard Schnellenberger,OC,IND,8,5,1
1969,Don Shula,John Sandusky,aOC,IND,8,5,1
1969,Don Shula,Monte Clark,aOC,IND,8,5,1
1969,George Allen,Dick Vermeil,aSTC,LA,11,3,0
1969,George Allen,Howard Schnellenberger,aOC,LA,11,3,0
1969,George Allen,Jack Patera,aDC,LA,11,3,0
1969,George Allen,Joe Walton,aOC,LA,11,3,0
1969,George Allen,Marion Campbell,aDC,LA,11,3,0
1969,George Allen,Marv Levy,aSTC,LA,11,3,0
1969,George Allen,Mike McCormack,aOC,LA,11,3,0
1969,George Allen,Pete McCulley,aOC,LA,11,3,0
1969,George Allen,Ted Marchibroda,OC,LA,11,3,0
1969,George Wilson,Ernie Hefferle,aOC,MIA,3,10,1
1969,Hank Stram,Rich Kotite,aOC,KC,11,3,0
1969,Hank Stram,Sam Rutigliano,aOC,KC,11,3,0
1969,Jerry Williams,Marv Levy,aSTC,PHI,4,9,1
1969,Jim Dooley,Abe Gibron,aDC,CHI,1,13,0
1969,Jim Dooley,Jim Ringo,aOC,CHI,1,13,0
1969,Joe Schmidt,Chuck Knox,aOC,DET,9,4,1
1969,Joe Schmidt,John North,aOC,DET,9,4,1
1969,Joe Schmidt,Leeman Bennett,aOC,DET,9,4,1
1969,John Madden,John Robinson,aOC,LV,12,1,1
1969,John Madden,Tom Flores,aOC,LV,12,1,1
1969,John Rauch,Bill Walsh,aOC,BUF,4,10,0
1969,John Rauch,John Madden,aDC,BUF,4,10,0
1969,Lou Saban,Dick MacPherson,aDC,DEN,5,8,1
1969,Lou Saban,Jim Ringo,aOC,DEN,5,8,1
1969,Lou Saban,Sam Rutigliano,aOC,DEN,5,8,1
1969,Norm Van Brocklin,Fred Bruney,aDC,ATL,6,8,0
1969,Norm Van Brocklin,Marion Campbell,DC,ATL,6,8,0
1969,Paul Brown,Bill Johnson,aOC,CIN,4,9,1
1969,Paul Brown,Bill Walsh,aOC,CIN,4,9,1
1969,Paul Brown,Rick Forzano,aOC,CIN,4,9,1
1969,Phil Bengtson,Sam Rutigliano,aOC,GB,8,6,0
1969,Sid Gillman,Bum Phillips,DC,LAC,4,5,0
1969,Sid Gillman,Charlie Waller,aOC,LAC,4,5,0
1969,Sid Gillman,Ed Biles,aDC,LAC,4,5,0
1969,Sid Gillman,Richie Petitbon,aDC,LAC,4,5,0
1969,Tom Fears,Ed Biles,aDC,NO,5,9,0
1969,Tom Fears,Ed Khayat,aDC,NO,5,9,0
1969,Tom Fears,J.D. Roberts,aDC,NO,5,9,0
1969,Tom Fears,Jerry Smith,aDC,NO,5,9,0
1969,Tom Landry,Dan Reeves,OC,DAL,11,2,1
1969,Tom Landry,Dick Nolan,DC,DAL,11,2,1
1969,Tom Landry,Gene Stallings,aDC,DAL,11,2,1
1969,Tom Landry,John Mackovic,aOC,DAL,11,2,1
1969,Tom Landry,Mike Ditka,aSTC,DAL,11,2,1
1969,Tom Landry,Raymond Berry,aOC,DAL,11,2,1
1969,Tom Landry,Ron Meyer,Scout,DAL,11,2,1
1969,Vince Lombardi,Harland Svare,DC,WAS,7,5,2
1969,Vince Lombardi,Jerry Burns,aDC,WAS,7,5,2
1969,Vince Lombardi,Mike McCormack,aDC,WAS,7,5,2
1969,Vince Lombardi,Phil Bengtson,DC,WAS,7,5,2
1969,Weeb Ewbank,Buddy Ryan,aDC,NYJ,10,4,0
1969,Weeb Ewbank,Chuck Knox,aOC,NYJ,10,4,0
1969,Weeb Ewbank,Clive Rush,OC,NYJ,10,4,0
1969,Weeb Ewbank,Ed Biles,aDC,NYJ,10,4,0
1969,Weeb Ewbank,Ken Meyer,aOC,NYJ,10,4,0
1969,Weeb Ewbank,Walt Michaels,aDC,NYJ,10,4,0
1970,Alex Webster,Joe Walton,OC,NYG,9,5,0
1970,Bill Austin,Harland Svare,DC,WAS,6,8,0
1970,Bill Austin,Mike McCormack,aDC,WAS,6,8,0
1970,Blanton Collier,Nick Skorich,OC,CLE,7,7,0
1970,Bud Grant,Bob Hollway,DC,MIN,12,2,0
1970,Bud Grant,Buddy Ryan,aDC,MIN,12,2,0
1970,Bud Grant,Jack Patera,aDC,MIN,12,2,0
1970,Bud Grant,Jerry Burns,OC,MIN,12,2,0
1970,Bud Grant,Les Steckel,aOC,MIN,12,2,0
1970,Bud Grant,Marc Trestman,aOC,MIN,12,2,0
1970,Bud Grant,Neill Armstrong,DC,MIN,12,2,0
1970,Bud Grant,Pete Carroll,aDC,MIN,12,2,0
1970,Charley Winner,Buddy Ryan,aDC,ARI,8,5,1
1970,Charley Winner,Leeman Bennett,aOC,ARI,8,5,1
1970,Charley Winner,Red Miller,aOC,ARI,8,5,1
1970,Charley Winner,Rick Forzano,aOC,ARI,8,5,1
1970,Charley Winner,Sam Rutigliano,aDC,ARI,8,5,1
1970,Charlie Waller,Bum Phillips,DC,LAC,5,6,3
1970,Chuck Noll,Bud Carson,DC,PIT,5,9,0
1970,Chuck Noll,John Fox,aDC,PIT,5,9,0
1970,Chuck Noll,Rod Rust,DC,PIT,5,9,0
1970,Chuck Noll,Tony Dungy,DC,PIT,5,9,0
1970,Clive Rush,John Mazur,OC,NE,1,6,0
1970,Dick Nolan,Ed Hughes,OC,SF,10,3,1
1970,Dick Nolan,Ken Meyer,aOC,SF,10,3,1
1970,Dick Nolan,Paul Wiggin,DC,SF,10,3,1
1970,Dick Nolan,Rich Brooks,aDC,SF,10,3,1
1970,Don McCafferty,Hank Bullough,aDC,IND,11,2,1
1970,Don McCafferty,John Sandusky,aDC,IND,11,2,1
1970,Don McCafferty,Raymond Berry,aOC,IND,11,2,1
1970,Don McCafferty,Red Miller,aOC,IND,11,2,1
1970,Don McCafferty,Rick Forzano,aOC,IND,11,2,1
1970,Don Shula,Bill Arnsparger,DC,MIA,10,4,0
1970,Don Shula,Chuck Noll,aDC,MIA,10,4,0
1970,Don Shula,Dan Henning,aOC,MIA,10,4,0
1970,Don Shula,David Shula,aOC,MIA,10,4,0
1970,Don Shula,Don McCafferty,aOC,MIA,10,4,0
1970,Don Shula,Howard Schnellenberger,OC,MIA,10,4,0
1970,Don Shula,John Sandusky,aOC,MIA,10,4,0
1970,Don Shula,Monte Clark,aOC,MIA,10,4,0
1970,George Allen,Dick Vermeil,aSTC,LA,9,4,1
1970,George Allen,Howard Schnellenberger,aOC,LA,9,4,1
1970,George Allen,Jack Patera,aDC,LA,9,4,1
1970,George Allen,Joe Walton,aOC,LA,9,4,1
1970,George Allen,Marion Campbell,aDC,LA,9,4,1
1970,George Allen,Marv Levy,aSTC,LA,9,4,1
1970,George Allen,Mike McCormack,aOC,LA,9,4,1
1970,George Allen,Pete McCulley,aOC,LA,9,4,1
1970,George Allen,Ted Marchibroda,OC,LA,9,4,1
1970,Hank Stram,Rich Kotite,aOC,KC,7,5,2
1970,Hank Stram,Sam Rutigliano,aOC,KC,7,5,2
1970,J.D. Roberts,Ed Biles,aDC,NO,1,6,0
1970,J.D. Roberts,Ed Khayat,aDC,NO,1,6,0
1970,J.D. Roberts,Jerry Smith,aDC,NO,1,6,0
1970,Jerry Williams,Marv Levy,aSTC,PHI,3,10,1
1970,Jim Dooley,Abe Gibron,aDC,CHI,6,8,0
1970,Jim Dooley,Jim Ringo,aOC,CHI,6,8,0
1970,Joe Schmidt,Chuck Knox,aOC,DET,10,4,0
1970,Joe Schmidt,John North,aOC,DET,10,4,0
1970,Joe Schmidt,Leeman Bennett,aOC,DET,10,4,0
1970,John Madden,John Robinson,aOC,LV,8,4,2
1970,John Madden,Tom Flores,aOC,LV,8,4,2
1970,John Mazur,Sam Rutigliano,aOC,NE,1,6,0
1970,John Rauch,Bill Walsh,aOC,BUF,3,10,1
1970,John Rauch,John Madden,aDC,BUF,3,10,1
1970,Lou Saban,Dick MacPherson,aDC,DEN,5,8,1
1970,Lou Saban,Jim Ringo,aOC,DEN,5,8,1
1970,Lou Saban,Sam Rutigliano,aOC,DEN,5,8,1
1970,Norm Van Brocklin,Fred Bruney,aDC,ATL,4,8,2
1970,Norm Van Brocklin,Marion Campbell,DC,ATL,4,8,2
1970,Paul Brown,Bill Johnson,aOC,CIN,8,6,0
1970,Paul Brown,Bill Walsh,aOC,CIN,8,6,0
1970,Paul Brown,Rick Forzano,aOC,CIN,8,6,0
1970,Phil Bengtson,Sam Rutigliano,aOC,GB,6,8,0
1970,Tom Fears,Ed Biles,aDC,NO,1,5,1
1970,Tom Fears,Ed Khayat,aDC,NO,1,5,1
1970,Tom Fears,J.D. Roberts,aDC,NO,1,5,1
1970,Tom Fears,Jerry Smith,aDC,NO,1,5,1
1970,Tom Landry,Dan Reeves,OC,DAL,10,4,0
1970,Tom Landry,Dick Nolan,DC,DAL,10,4,0
1970,Tom Landry,Gene Stallings,aDC,DAL,10,4,0
1970,Tom Landry,John Mackovic,aOC,DAL,10,4,0
1970,Tom Landry,Mike Ditka,aSTC,DAL,10,4,0
1970,Tom Landry,Raymond Berry,aOC,DAL,10,4,0
1970,Tom Landry,Ron Meyer,Scout,DAL,10,4,0
1970,Weeb Ewbank,Buddy Ryan,aDC,NYJ,4,10,0
1970,Weeb Ewbank,Chuck Knox,aOC,NYJ,4,10,0
1970,Weeb Ewbank,Clive Rush,OC,NYJ,4,10,0
1970,Weeb Ewbank,Ed Biles,aDC,NYJ,4,10,0
1970,Weeb Ewbank,Ken Meyer,aOC,NYJ,4,10,0
1970,Weeb Ewbank,Walt Michaels,aDC,NYJ,4,10,0
1971,Alex Webster,Joe Walton,OC,NYG,4,10,0
1971,Bob Hollway,Leeman Bennett,aOC,ARI,4,9,1
1971,Bud Grant,Bob Hollway,DC,MIN,11,3,0
1971,Bud Grant,Buddy Ryan,aDC,MIN,11,3,0
1971,Bud Grant,Jack Patera,aDC,MIN,11,3,0
1971,Bud Grant,Jerry Burns,OC,MIN,11,3,0
1971,Bud Grant,Les Steckel,aOC,MIN,11,3,0
1971,Bud Grant,Marc Trestman,aOC,MIN,11,3,0
1971,Bud Grant,Neill Armstrong,DC,MIN,11,3,0
1971,Bud Grant,Pete Carroll,aDC,MIN,11,3,0
1971,Chuck Noll,Bud Carson,DC,PIT,6,8,0
1971,Chuck Noll,John Fox,aDC,PIT,6,8,0
1971,Chuck Noll,Rod Rust,DC,PIT,6,8,0
1971,Chuck Noll,Tony Dungy,DC,PIT,6,8,0
1971,Dan Devine,Bart Starr,aOC,GB,4,8,2
1971,Dan Devine,Hank Kuhlmann,aSTC,GB,4,8,2
1971,Dick Nolan,Ed Hughes,OC,SF,9,5,0
1971,Dick Nolan,Ken Meyer,aOC,SF,9,5,0
1971,Dick Nolan,Paul Wiggin,DC,SF,9,5,0
1971,Dick Nolan,Rich Brooks,aDC,SF,9,5,0
1971,Don McCafferty,Hank Bullough,aDC,IND,10,4,0
1971,Don McCafferty,John Sandusky,aDC,IND,10,4,0
1971,Don McCafferty,Raymond Berry,aOC,IND,10,4,0
1971,Don McCafferty,Red Miller,aOC,IND,10,4,0
1971,Don McCafferty,Rick Forzano,aOC,IND,10,4,0
1971,Don Shula,Bill Arnsparger,DC,MIA,10,3,1
