Season,Head_Coach,Coordinator,role,team,Win,Loss,Tie
1980,Bud Grant,Bob Hollway,DC,MIN,9,7,0
1980,Bud Grant,Buddy Ryan,aDC,MIN,9,7,0
1980,Bud Grant,Jack Patera,aDC,MIN,9,7,0
1980,Bud Grant,Jerry Burns,OC,MIN,9,7,0
1980,Bud Grant,Les Steckel,aOC,MIN,9,7,0
1980,Bud Grant,Marc Trestman,aOC,MIN,9,7,0
1980,Bud Grant,Neill Armstrong,DC,MIN,9,7,0
1980,Bud Grant,Pete Carroll,aDC,MIN,9,7,0
1980,Bum Phillips,Ed Biles,DC,TEN,11,5,0
1980,Bum Phillips,Joe Bugel,aOC,TEN,11,5,0
1980,Bum Phillips,Richie Petitbon,aDC,TEN,11,5,0
1980,Bum Phillips,Wade Phillips,DC,TEN,11,5,0
1980,Chuck Knox,Dick Vermeil,aSTC,BUF,11,5,0
1980,Chuck Knox,Kay Stephenson,aOC,BUF,11,5,0
1980,Chuck Knox,Ken Meyer,OC,BUF,11,5,0
1980,Chuck Knox,Leeman Bennett,aOC,BUF,11,5,0
1980,Chuck Knox,Mike Martz,aOC,BUF,11,5,0
1980,Chuck Noll,Bud Carson,DC,PIT,9,7,0
1980,Chuck Noll,John Fox,aDC,PIT,9,7,0
1980,Chuck Noll,Rod Rust,DC,PIT,9,7,0
1980,Chuck Noll,Tony Dungy,DC,PIT,9,7,0
1980,Dick Nolan,Ed Hughes,OC,NO,0,13,0
1980,Dick Nolan,Ken Meyer,aOC,NO,0,13,0
1980,Dick Nolan,Paul Wiggin,DC,NO,0,13,0
1980,Dick Nolan,Rich Brooks,aDC,NO,0,13,0
1980,Dick Vermeil,Fred Bruney,aDC,PHI,12,4,0
1980,Dick Vermeil,Mike Martz,OC,PHI,12,4,0
1980,Dick Vermeil,Rod Rust,aDC,PHI,12,4,0
1980,Don Coryell,Al Saunders,aOC,LAC,11,5,0
1980,Don Coryell,Gunther Cunningham,aDC,LAC,11,5,0
1980,Don Coryell,Jim Hanifan,aOC,LAC,11,5,0
1980,Don Coryell,Jim Mora,aDC,LAC,11,5,0
1980,Don Coryell,Joe Gibbs,OC,LAC,11,5,0
1980,Don Coryell,Ray Perkins,OC,LAC,11,5,0
1980,Don Coryell,Rod Dowhower,aOC,LAC,11,5,0
1980,Don Shula,Bill Arnsparger,DC,MIA,8,8,0
1980,Don Shula,Chuck Noll,aDC,MIA,8,8,0
1980,Don Shula,Dan Henning,aOC,MIA,8,8,0
1980,Don Shula,David Shula,aOC,MIA,8,8,0
1980,Don Shula,Don McCafferty,aOC,MIA,8,8,0
1980,Don Shula,Howard Schnellenberger,OC,MIA,8,8,0
1980,Don Shula,John Sandusky,aOC,MIA,8,8,0
1980,Don Shula,Monte Clark,aOC,MIA,8,8,0
1980,Forrest Gregg,Bruce Coslet,aOC,CIN,6,10,0
1980,Forrest Gregg,Dick Jauron,aDC,CIN,6,10,0
1980,Forrest Gregg,Dick LeBeau,aDC,CIN,6,10,0
1980,Forrest Gregg,Frank Gansz,aSTC,CIN,6,10,0
1980,Forrest Gregg,Hank Bullough,DC,CIN,6,10,0
1980,Forrest Gregg,Lindy Infante,OC,CIN,6,10,0
1980,Forrest Gregg,Raymond Berry,aOC,CIN,6,10,0
1980,Forrest Gregg,Tom Coughlin,aOC,CIN,6,10,0
1980,Jack Pardee,Chris Palmer,aOC,WAS,6,10,0
1980,Jack Pardee,Fred O'Connor,aOC,WAS,6,10,0
1980,Jack Pardee,Gregg Williams,aDC,WAS,6,10,0
1980,Jack Pardee,Jeff Fisher,DC,WAS,6,10,0
1980,Jack Pardee,Joe Walton,OC,WAS,6,10,0
1980,Jack Pardee,Kevin Gilbride,OC,WAS,6,10,0
1980,Jack Pardee,Mike Munchak,aOC,WAS,6,10,0
1980,Jack Pardee,Richie Petitbon,aDC,WAS,6,10,0
1980,Jack Patera,Jim Mora,aDC,SEA,4,12,0
1980,Jim Hanifan,Rod Dowhower,OC,ARI,5,11,0
1980,John McKay,Joe Gibbs,OC,TB,5,10,1
1980,John McKay,Wayne Fontes,DC,TB,5,10,1
1980,Leeman Bennett,Jerry Glanville,DC,ATL,12,4,0
1980,Marv Levy,Bobby Ross,aOC,KC,8,8,0
1980,Marv Levy,Frank Gansz,aSTC,KC,8,8,0
1980,Marv Levy,Rod Rust,DC,KC,8,8,0
1980,Mike McCormack,Dick LeBeau,aSTC,IND,7,9,0
1980,Mike McCormack,Walt Michaels,DC,IND,7,9,0
1980,Monte Clark,Marty Schottenheimer,aDC,DET,9,7,0
1980,Neill Armstrong,Buddy Ryan,DC,CHI,7,9,0
1980,Neill Armstrong,Hank Kuhlmann,aSTC,CHI,7,9,0
1980,Ray Malavasi,Bud Carson,DC,LA,11,5,0
1980,Ray Perkins,Bill Belichick,aSTC,NYG,4,12,0
1980,Ray Perkins,Bill Parcells,DC,NYG,4,12,0
1980,Ray Perkins,Marc Trestman,aOC,NYG,4,12,0
1980,Ray Perkins,Richard Williamson,aOC,NYG,4,12,0
1980,Ray Perkins,Romeo Crennel,aSTC,NYG,4,12,0
1980,Red Miller,Bill Belichick,aSTC,DEN,8,8,0
1980,Red Miller,Rod Dowhower,OC,DEN,8,8,0
1980,Ron Erhardt,Bill Parcells,aDC,NE,10,6,0
1980,Ron Erhardt,Hank Bullough,DC,NE,10,6,0
1980,Ron Erhardt,Raymond Berry,aOC,NE,10,6,0
1980,Sam Rutigliano,Dick MacPherson,aDC,CLE,11,5,0
1980,Sam Rutigliano,Marty Schottenheimer,DC,CLE,11,5,0
1980,Sam Rutigliano,Rich Kotite,aOC,CLE,11,5,0
1980,Tom Flores,Art Shell,aOC,LV,11,5,0
1980,Tom Landry,Dan Reeves,OC,DAL,12,4,0
1980,Tom Landry,Dick Nolan,DC,DAL,12,4,0
1980,Tom Landry,Gene Stallings,aDC,DAL,12,4,0
1980,Tom Landry,John Mackovic,aOC,DAL,12,4,0
1980,Tom Landry,Mike Ditka,aSTC,DAL,12,4,0
1980,Tom Landry,Raymond Berry,aOC,DAL,12,4,0
1980,Tom Landry,Ron Meyer,Scout,DAL,12,4,0
1980,Walt Michaels,Dan Henning,aOC,NYJ,4,12,0
1980,Walt Michaels,Joe Walton,OC,NYJ,4,12,0
1981,Bart Starr,Dick LeBeau,aDC,GB,8,8,0
1981,Bill Walsh,Bruce Coslet,aOC,SF,13,3,0
1981,Bill Walsh,Dennis Green,aOC,SF,13,3,0
1981,Bill Walsh,George Seifert,DC,SF,13,3,0
1981,Bill Walsh,Mike Holmgren,aOC,SF,13,3,0
1981,Bill Walsh,Mike White,aOC,SF,13,3,0
1981,Bill Walsh,Ray Rhodes,aDC,SF,13,3,0
1981,Bill Walsh,Sam Wyche,aOC,SF,13,3,0
1981,Bud Grant,Bob Hollway,DC,MIN,7,9,0
1981,Bud Grant,Buddy Ryan,aDC,MIN,7,9,0
1981,Bud Grant,Jack Patera,aDC,MIN,7,9,0
1981,Bud Grant,Jerry Burns,OC,MIN,7,9,0
1981,Bud Grant,Les Steckel,aOC,MIN,7,9,0
1981,Bud Grant,Marc Trestman,aOC,MIN,7,9,0
1981,Bud Grant,Neill Armstrong,DC,MIN,7,9,0
1981,Bud Grant,Pete Carroll,aDC,MIN,7,9,0
1981,Bum Phillips,Ed Biles,DC,NO,4,12,0
1981,Bum Phillips,Joe Bugel,aOC,NO,4,12,0
1981,Bum Phillips,Richie Petitbon,aDC,NO,4,12,0
1981,Bum Phillips,Wade Phillips,DC,NO,4,12,0
1981,Chuck Knox,Dick Vermeil,aSTC,BUF,10,6,0
1981,Chuck Knox,Kay Stephenson,aOC,BUF,10,6,0
1981,Chuck Knox,Ken Meyer,OC,BUF,10,6,0
1981,Chuck Knox,Leeman Bennett,aOC,BUF,10,6,0
1981,Chuck Knox,Mike Martz,aOC,BUF,10,6,0
1981,Chuck Noll,Bud Carson,DC,PIT,8,8,0
1981,Chuck Noll,John Fox,aDC,PIT,8,8,0
1981,Chuck Noll,Rod Rust,DC,PIT,8,8,0
1981,Chuck Noll,Tony Dungy,DC,PIT,8,8,0
1981,Dan Reeves,Chan Gailey,OC,DEN,10,6,0
1981,Dan Reeves,Dennis Allen,aDC,DEN,10,6,0
1981,Dan Reeves,Mike Nolan,DC,DEN,10,6,0
1981,Dan Reeves,Mike Shanahan,OC,DEN,10,6,0
1981,Dan Reeves,Rod Dowhower,OC,DEN,10,6,0
1981,Dan Reeves,Wade Phillips,DC,DEN,10,6,0
1981,Dick Vermeil,Fred Bruney,aDC,PHI,10,6,0
1981,Dick Vermeil,Mike Martz,OC,PHI,10,6,0
1981,Dick Vermeil,Rod Rust,aDC,PHI,10,6,0
1981,Don Coryell,Al Saunders,aOC,LAC,10,6,0
1981,Don Coryell,Gunther Cunningham,aDC,LAC,10,6,0
1981,Don Coryell,Jim Hanifan,aOC,LAC,10,6,0
1981,Don Coryell,Jim Mora,aDC,LAC,10,6,0
1981,Don Coryell,Joe Gibbs,OC,LAC,10,6,0
1981,Don Coryell,Ray Perkins,OC,LAC,10,6,0
1981,Don Coryell,Rod Dowhower,aOC,LAC,10,6,0
1981,Don Shula,Bill Arnsparger,DC,MIA,11,4,1
1981,Don Shula,Chuck Noll,aDC,MIA,11,4,1
1981,Don Shula,Dan Henning,aOC,MIA,11,4,1
1981,Don Shula,David Shula,aOC,MIA,11,4,1
1981,Don Shula,Don McCafferty,aOC,MIA,11,4,1
1981,Don Shula,Howard Schnellenberger,OC,MIA,11,4,1
1981,Don Shula,John Sandusky,aOC,MIA,11,4,1
1981,Don Shula,Monte Clark,aOC,MIA,11,4,1
1981,Forrest Gregg,Bruce Coslet,aOC,CIN,12,4,0
1981,Forrest Gregg,Dick Jauron,aDC,CIN,12,4,0
1981,Forrest Gregg,Dick LeBeau,aDC,CIN,12,4,0
1981,Forrest Gregg,Frank Gansz,aSTC,CIN,12,4,0
1981,Forrest Gregg,Hank Bullough,DC,CIN,12,4,0
1981,Forrest Gregg,Lindy Infante,OC,CIN,12,4,0
1981,Forrest Gregg,Raymond Berry,aOC,CIN,12,4,0
1981,Forrest Gregg,Tom Coughlin,aOC,CIN,12,4,0
1981,Jack Patera,Jim Mora,aDC,SEA,6,10,0
1981,Jim Hanifan,Rod Dowhower,OC,ARI,7,9,0
1981,Joe Gibbs,Arthur Smith,aDC,WAS,8,8,0
1981,Joe Gibbs,Dan Henning,aOC,WAS,8,8,0
1981,Joe Gibbs,Joe Bugel,OC,WAS,8,8,0
1981,Joe Gibbs,Richie Petitbon,DC,WAS,8,8,0
1981,Joe Gibbs,Steve Spagnuolo,Intern,WAS,8,8,0
1981,Joe Gibbs,Steve Wilks,aDC,WAS,8,8,0
1981,John McKay,Joe Gibbs,OC,TB,9,7,0
1981,John McKay,Wayne Fontes,DC,TB,9,7,0
1981,Leeman Bennett,Jerry Glanville,DC,ATL,7,9,0
1981,Marv Levy,Bobby Ross,aOC,KC,9,7,0
1981,Marv Levy,Frank Gansz,aSTC,KC,9,7,0
1981,Marv Levy,Rod Rust,DC,KC,9,7,0
1981,Mike McCormack,Dick LeBeau,aSTC,IND,2,14,0
1981,Mike McCormack,Walt Michaels,DC,IND,2,14,0
1981,Monte Clark,Marty Schottenheimer,aDC,DET,8,8,0
1981,Neill Armstrong,Buddy Ryan,DC,CHI,6,10,0
1981,Neill Armstrong,Hank Kuhlmann,aSTC,CHI,6,10,0
1981,Ray Malavasi,Bud Carson,DC,LA,6,10,0
1981,Ray Perkins,Bill Belichick,aSTC,NYG,9,7,0
1981,Ray Perkins,Bill Parcells,DC,NYG,9,7,0
1981,Ray Perkins,Marc Trestman,aOC,NYG,9,7,0
1981,Ray Perkins,Richard Williamson,aOC,NYG,9,7,0
1981,Ray Perkins,Romeo Crennel,aSTC,NYG,9,7,0
1981,Ron Erhardt,Bill Parcells,aDC,NE,2,14,0
1981,Ron Erhardt,Hank Bullough,DC,NE,2,14,0
1981,Ron Erhardt,Raymond Berry,aOC,NE,2,14,0
1981,Sam Rutigliano,Dick MacPherson,aDC,CLE,5,11,0
1981,Sam Rutigliano,Marty Schottenheimer,DC,CLE,5,11,0
1981,Sam Rutigliano,Rich Kotite,aOC,CLE,5,11,0
1981,Tom Flores,Art Shell,aOC,LV,7,9,0
1981,Tom Landry,Dan Reeves,OC,DAL,12,4,0
1981,Tom Landry,Dick Nolan,DC,DAL,12,4,0
1981,Tom Landry,Gene Stallings,aDC,DAL,12,4,0
1981,Tom Landry,John Mackovic,aOC,DAL,12,4,0
1981,Tom Landry,Mike Ditka,aSTC,DAL,12,4,0
1981,Tom Landry,Raymond Berry,aOC,DAL,12,4,0
1981,Tom Landry,Ron Meyer,Scout,DAL,12,4,0
1981,Walt Michaels,Dan Henning,aOC,NYJ,10,5,1
1981,Walt Michaels,Joe Walton,OC,NYJ,10,5,1
1982,Bart Starr,Dick LeBeau,aDC,GB,5,3,1
1982,Bill Walsh,Bruce Coslet,aOC,SF,3,6,0
1982,Bill Walsh,Dennis Green,aOC,SF,3,6,0
1982,Bill Walsh,George Seifert,DC,SF,3,6,0
1982,Bill Walsh,Mike Holmgren,aOC,SF,3,6,0
1982,Bill Walsh,Mike White,aOC,SF,3,6,0
1982,Bill Walsh,Ray Rhodes,aDC,SF,3,6,0
1982,Bill Walsh,Sam Wyche,aOC,SF,3,6,0
1982,Bud Grant,Bob Hollway,DC,MIN,5,4,0
1982,Bud Grant,Buddy Ryan,aDC,MIN,5,4,0
1982,Bud Grant,Jack Patera,aDC,MIN,5,4,0
1982,Bud Grant,Jerry Burns,OC,MIN,5,4,0
1982,Bud Grant,Les Steckel,aOC,MIN,5,4,0
1982,Bud Grant,Marc Trestman,aOC,MIN,5,4,0
1982,Bud Grant,Neill Armstrong,DC,MIN,5,4,0
1982,Bud Grant,Pete Carroll,aDC,MIN,5,4,0
1982,Bum Phillips,Ed Biles,DC,NO,4,5,0
1982,Bum Phillips,Joe Bugel,aOC,NO,4,5,0
1982,Bum Phillips,Richie Petitbon,aDC,NO,4,5,0
1982,Bum Phillips,Wade Phillips,DC,NO,4,5,0
1982,Chuck Knox,Dick Vermeil,aSTC,BUF,4,5,0
1982,Chuck Knox,Kay Stephenson,aOC,BUF,4,5,0
1982,Chuck Knox,Ken Meyer,OC,BUF,4,5,0
1982,Chuck Knox,Leeman Bennett,aOC,BUF,4,5,0
1982,Chuck Knox,Mike Martz,aOC,BUF,4,5,0
1982,Chuck Noll,Bud Carson,DC,PIT,6,3,0
1982,Chuck Noll,John Fox,aDC,PIT,6,3,0
1982,Chuck Noll,Rod Rust,DC,PIT,6,3,0
1982,Chuck Noll,Tony Dungy,DC,PIT,6,3,0
1982,Dan Reeves,Chan Gailey,OC,DEN,2,7,0
1982,Dan Reeves,Dennis Allen,aDC,DEN,2,7,0
1982,Dan Reeves,Mike Nolan,DC,DEN,2,7,0
1982,Dan Reeves,Mike Shanahan,OC,DEN,2,7,0
1982,Dan Reeves,Rod Dowhower,OC,DEN,2,7,0
1982,Dan Reeves,Wade Phillips,DC,DEN,2,7,0
1982,Dick Vermeil,Fred Bruney,aDC,PHI,3,6,0
1982,Dick Vermeil,Mike Martz,OC,PHI,3,6,0
1982,Dick Vermeil,Rod Rust,aDC,PHI,3,6,0
1982,Don Coryell,Al Saunders,aOC,LAC,6,3,0
1982,Don Coryell,Gunther Cunningham,aDC,LAC,6,3,0
1982,Don Coryell,Jim Hanifan,aOC,LAC,6,3,0
1982,Don Coryell,Jim Mora,aDC,LAC,6,3,0
1982,Don Coryell,Joe Gibbs,OC,LAC,6,3,0
1982,Don Coryell,Ray Perkins,OC,LAC,6,3,0
1982,Don Coryell,Rod Dowhower,aOC,LAC,6,3,0
1982,Don Shula,Bill Arnsparger,DC,MIA,7,2,0
1982,Don Shula,Chuck Noll,aDC,MIA,7,2,0
1982,Don Shula,Dan Henning,aOC,MIA,7,2,0
1982,Don Shula,David Shula,aOC,MIA,7,2,0
1982,Don Shula,Don McCafferty,aOC,MIA,7,2,0
1982,Don Shula,Howard Schnellenberger,OC,MIA,7,2,0
1982,Don Shula,John Sandusky,aOC,MIA,7,2,0
1982,Don Shula,Monte Clark,aOC,MIA,7,2,0
1982,Forrest Gregg,Bruce Coslet,aOC,CIN,7,2,0
1982,Forrest Gregg,Dick Jauron,aDC,CIN,7,2,0
1982,Forrest Gregg,Dick LeBeau,aDC,CIN,7,2,0
1982,Forrest Gregg,Frank Gansz,aSTC,CIN,7,2,0
1982,Forrest Gregg,Hank Bullough,DC,CIN,7,2,0
1982,Forrest Gregg,Lindy Infante,OC,CIN,7,2,0
1982,Forrest Gregg,Raymond Berry,aOC,CIN,7,2,0
1982,Forrest Gregg,Tom Coughlin,aOC,CIN,7,2,0
1982,Frank Kush,Bud Carson,DC,IND,0,8,1
1982,Frank Kush,Gunther Cunningham,aDC,IND,0,8,1
1982,Frank Kush,Hal Hunter,aOC,IND,0,8,1
1982,Frank Kush,Rick Venturi,DC,IND,0,8,1
1982,Jack Patera,Jim Mora,aDC,SEA,0,2,0
1982,Jim Hanifan,Rod Dowhower,OC,ARI,5,4,0
1982,Joe Gibbs,Arthur Smith,aDC,WAS,8,1,0
1982,Joe Gibbs,Dan Henning,aOC,WAS,8,1,0
1982,Joe Gibbs,Joe Bugel,OC,WAS,8,1,0
1982,Joe Gibbs,Richie Petitbon,DC,WAS,8,1,0
1982,Joe Gibbs,Steve Spagnuolo,Intern,WAS,8,1,0
1982,Joe Gibbs,Steve Wilks,aDC,WAS,8,1,0
1982,John McKay,Joe Gibbs,OC,TB,5,4,0
1982,John McKay,Wayne Fontes,DC,TB,5,4,0
1982,Leeman Bennett,Jerry Glanville,DC,ATL,5,4,0
1982,Marv Levy,Bobby Ross,aOC,KC,3,6,0
1982,Marv Levy,Frank Gansz,aSTC,KC,3,6,0
1982,Marv Levy,Rod Rust,DC,KC,3,6,0
1982,Mike Ditka,Buddy Ryan,DC,CHI,3,6,0
1982,Mike Ditka,Dave McGinnis,aDC,CHI,3,6,0
1982,Mike Ditka,Hank Kuhlmann,aSTC,CHI,3,6,0
1982,Mike Ditka,Jack Del Rio,aC,CHI,3,6,0
1982,Mike Ditka,Vince Tobin,DC,CHI,3,6,0
1982,Mike McCormack,Dick LeBeau,aSTC,SEA,4,3,0
1982,Mike McCormack,Walt Michaels,DC,SEA,4,3,0
1982,Monte Clark,Marty Schottenheimer,aDC,DET,4,5,0
1982,Ray Malavasi,Bud Carson,DC,LA,2,7,0
1982,Ray Perkins,Bill Belichick,aSTC,NYG,4,5,0
1982,Ray Perkins,Bill Parcells,DC,NYG,4,5,0
1982,Ray Perkins,Marc Trestman,aOC,NYG,4,5,0
1982,Ray Perkins,Richard Williamson,aOC,NYG,4,5,0
1982,Ray Perkins,Romeo Crennel,aSTC,NYG,4,5,0
1982,Ron Meyer,Jim Mora,DC,NE,5,4,0
1982,Ron Meyer,Rick Venturi,DC,NE,5,4,0
1982,Ron Meyer,Rod Rust,DC,NE,5,4,0
1982,Sam Rutigliano,Dick MacPherson,aDC,CLE,4,5,0
1982,Sam Rutigliano,Marty Schottenheimer,DC,CLE,4,5,0
1982,Sam Rutigliano,Rich Kotite,aOC,CLE,4,5,0
1982,Tom Flores,Art Shell,aOC,LV,8,1,0
1982,Tom Landry,Dan Reeves,OC,DAL,6,3,0
1982,Tom Landry,Dick Nolan,DC,DAL,6,3,0
1982,Tom Landry,Gene Stallings,aDC,DAL,6,3,0
1982,Tom Landry,John Mackovic,aOC,DAL,6,3,0
1982,Tom Landry,Mike Ditka,aSTC,DAL,6,3,0
1982,Tom Landry,Raymond Berry,aOC,DAL,6,3,0
1982,Tom Landry,Ron Meyer,Scout,DAL,6,3,0
1982,Walt Michaels,Dan Henning,aOC,NYJ,6,3,0
1982,Walt Michaels,Joe Walton,OC,NYJ,6,3,0
1983,Bart Starr,Dick LeBeau,aDC,GB,8,8,0
1983,Bill Parcells,Al Groh,aDC,NYG,3,12,1
1983,Bill Parcells,Anthony Lynn,aOC,NYG,3,12,1
1983,Bill Parcells,Bill Belichick,DC,NYG,3,12,1
1983,Bill Parcells,Chris Palmer,aOC,NYG,3,12,1
1983,Bill Parcells,Eric Mangini,aDC,NYG,3,12,1
1983,Bill Parcells,Freddie Kitchens,aOC,NYG,3,12,1
1983,Bill Parcells,Mike Zimmer,DC,NYG,3,12,1
1983,Bill Parcells,Ray Handley,aOC,NYG,3,12,1
1983,Bill Parcells,Romeo Crennel,aDC,NYG,3,12,1
1983,Bill Parcells,Sean Payton,aOC,NYG,3,12,1
1983,Bill Parcells,Todd Bowles,aDC,NYG,3,12,1
1983,Bill Parcells,Todd Haley,aOC,NYG,3,12,1
1983,Bill Parcells,Tom Coughlin,aOC,NYG,3,12,1
1983,Bill Parcells,Tony Sparano,aOC,NYG,3,12,1
1983,Bill Walsh,Bruce Coslet,aOC,SF,10,6,0
1983,Bill Walsh,Dennis Green,aOC,SF,10,6,0
1983,Bill Walsh,George Seifert,DC,SF,10,6,0
1983,Bill Walsh,Mike Holmgren,aOC,SF,10,6,0
1983,Bill Walsh,Mike White,aOC,SF,10,6,0
1983,Bill Walsh,Ray Rhodes,aDC,SF,10,6,0
1983,Bill Walsh,Sam Wyche,aOC,SF,10,6,0
1983,Bud Grant,Bob Hollway,DC,MIN,8,8,0
1983,Bud Grant,Buddy Ryan,aDC,MIN,8,8,0
1983,Bud Grant,Jack Patera,aDC,MIN,8,8,0
1983,Bud Grant,Jerry Burns,OC,MIN,8,8,0
1983,Bud Grant,Les Steckel,aOC,MIN,8,8,0
1983,Bud Grant,Marc Trestman,aOC,MIN,8,8,0
1983,Bud Grant,Neill Armstrong,DC,MIN,8,8,0
1983,Bud Grant,Pete Carroll,aDC,MIN,8,8,0
1983,Bum Phillips,Ed Biles,DC,NO,8,8,0
1983,Bum Phillips,Joe Bugel,aOC,NO,8,8,0
1983,Bum Phillips,Richie Petitbon,aDC,NO,8,8,0
1983,Bum Phillips,Wade Phillips,DC,NO,8,8,0
1983,Chuck Knox,Dick Vermeil,aSTC,SEA,9,7,0
1983,Chuck Knox,Kay Stephenson,aOC,SEA,9,7,0
1983,Chuck Knox,Ken Meyer,OC,SEA,9,7,0
1983,Chuck Knox,Leeman Bennett,aOC,SEA,9,7,0
1983,Chuck Knox,Mike Martz,aOC,SEA,9,7,0
1983,Chuck Noll,Bud Carson,DC,PIT,10,6,0
1983,Chuck Noll,John Fox,aDC,PIT,10,6,0
1983,Chuck Noll,Rod Rust,DC,PIT,10,6,0
1983,Chuck Noll,Tony Dungy,DC,PIT,10,6,0
1983,Dan Henning,Gunther Cunningham,aDC,ATL,7,9,0
1983,Dan Reeves,Chan Gailey,OC,DEN,9,7,0
1983,Dan Reeves,Dennis Allen,aDC,DEN,9,7,0
1983,Dan Reeves,Mike Nolan,DC,DEN,9,7,0
1983,Dan Reeves,Mike Shanahan,OC,DEN,9,7,0
1983,Dan Reeves,Rod Dowhower,OC,DEN,9,7,0
1983,Dan Reeves,Wade Phillips,DC,DEN,9,7,0
1983,Don Coryell,Al Saunders,aOC,LAC,6,10,0
1983,Don Coryell,Gunther Cunningham,aDC,LAC,6,10,0
1983,Don Coryell,Jim Hanifan,aOC,LAC,6,10,0
1983,Don Coryell,Jim Mora,aDC,LAC,6,10,0
1983,Don Coryell,Joe Gibbs,OC,LAC,6,10,0
1983,Don Coryell,Ray Perkins,OC,LAC,6,10,0
1983,Don Coryell,Rod Dowhower,aOC,LAC,6,10,0
1983,Don Shula,Bill Arnsparger,DC,MIA,12,4,0
1983,Don Shula,Chuck Noll,aDC,MIA,12,4,0
1983,Don Shula,Dan Henning,aOC,MIA,12,4,0
1983,Don Shula,David Shula,aOC,MIA,12,4,0
1983,Don Shula,Don McCafferty,aOC,MIA,12,4,0
1983,Don Shula,Howard Schnellenberger,OC,MIA,12,4,0
1983,Don Shula,John Sandusky,aOC,MIA,12,4,0
1983,Don Shula,Monte Clark,aOC,MIA,12,4,0
1983,Forrest Gregg,Bruce Coslet,aOC,CIN,7,9,0
1983,Forrest Gregg,Dick Jauron,aDC,CIN,7,9,0
1983,Forrest Gregg,Dick LeBeau,aDC,CIN,7,9,0
1983,Forrest Gregg,Frank Gansz,aSTC,CIN,7,9,0
1983,Forrest Gregg,Hank Bullough,DC,CIN,7,9,0
1983,Forrest Gregg,Lindy Infante,OC,CIN,7,9,0
1983,Forrest Gregg,Raymond Berry,aOC,CIN,7,9,0
1983,Forrest Gregg,Tom Coughlin,aOC,CIN,7,9,0
1983,Frank Kush,Bud Carson,DC,IND,7,9,0
1983,Frank Kush,Gunther Cunningham,aDC,IND,7,9,0
1983,Frank Kush,Hal Hunter,aOC,IND,7,9,0
1983,Frank Kush,Rick Venturi,DC,IND,7,9,0
1983,Jim Hanifan,Rod Dowhower,OC,ARI,8,7,1
1983,Joe Gibbs,Arthur Smith,aDC,WAS,14,2,0
1983,Joe Gibbs,Dan Henning,aOC,WAS,14,2,0
1983,Joe Gibbs,Joe Bugel,OC,WAS,14,2,0
1983,Joe Gibbs,Richie Petitbon,DC,WAS,14,2,0
1983,Joe Gibbs,Steve Spagnuolo,Intern,WAS,14,2,0
1983,Joe Gibbs,Steve Wilks,aDC,WAS,14,2,0
1983,Joe Walton,Bud Carson,DC,NYJ,7,9,0
1983,Joe Walton,Rich Kotite,OC,NYJ,7,9,0
1983,John Mackovic,Bud Carson,DC,KC,6,10,0
1983,John Mackovic,Frank Gansz,aSTC,KC,6,10,0
1983,John Mackovic,Richard Williamson,aOC,KC,6,10,0
1983,John McKay,Joe Gibbs,OC,TB,2,14,0
1983,John McKay,Wayne Fontes,DC,TB,2,14,0
1983,John Robinson,Jeff Fisher,DC,LA,9,7,0
1983,John Robinson,Norv Turner,aOC,LA,9,7,0
1983,Kay Stephenson,Dick Jauron,aDC,BUF,8,8,0
1983,Kay Stephenson,Hank Bullough,DC,BUF,8,8,0
1983,Kay Stephenson,Pete Carroll,aDC,BUF,8,8,0
1983,Marion Campbell,Al Groh,aSTC,PHI,5,11,0
1983,Marion Campbell,Frank Gansz,aSTC,PHI,5,11,0
1983,Marion Campbell,Fred Bruney,aHC,PHI,5,11,0
1983,Marion Campbell,Tom Coughlin,aOC,PHI,5,11,0
1983,Mike Ditka,Buddy Ryan,DC,CHI,8,8,0
1983,Mike Ditka,Dave McGinnis,aDC,CHI,8,8,0
1983,Mike Ditka,Hank Kuhlmann,aSTC,CHI,8,8,0
1983,Mike Ditka,Jack Del Rio,aC,CHI,8,8,0
1983,Mike Ditka,Vince Tobin,DC,CHI,8,8,0
1983,Monte Clark,Marty Schottenheimer,aDC,DET,9,7,0
1983,Ron Meyer,Jim Mora,DC,NE,8,8,0
1983,Ron Meyer,Rick Venturi,DC,NE,8,8,0
1983,Ron Meyer,Rod Rust,DC,NE,8,8,0
1983,Sam Rutigliano,Dick MacPherson,aDC,CLE,9,7,0
1983,Sam Rutigliano,Marty Schottenheimer,DC,CLE,9,7,0
1983,Sam Rutigliano,Rich Kotite,aOC,CLE,9,7,0
1983,Tom Flores,Art Shell,aOC,LV,12,4,0
1983,Tom Landry,Dan Reeves,OC,DAL,12,4,0
1983,Tom Landry,Dick Nolan,DC,DAL,12,4,0
1983,Tom Landry,Gene Stallings,aDC,DAL,12,4,0
1983,Tom Landry,John Mackovic,aOC,DAL,12,4,0
1983,Tom Landry,Mike Ditka,aSTC,DAL,12,4,0
1983,Tom Landry,Raymond Berry,aOC,DAL,12,4,0
1983,Tom Landry,Ron Meyer,Scout,DAL,12,4,0
1984,Bill Parcells,Al Groh,aDC,NYG,9,7,0
1984,Bill Parcells,Anthony Lynn,aOC,NYG,9,7,0
1984,Bill Parcells,Bill Belichick,DC,NYG,9,7,0
1984,Bill Parcells,Chris Palmer,aOC,NYG,9,7,0
